"Day","Items","Note","Amount"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"90","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"90","Salary Expense","Cash Payment - Salary Expense","(24922)"
"90","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7296"
"90","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8832"
"90","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11072"
"90","Retail","Revenue - Retail Sales New York - Mouthwash","8992"
"90","Retail","Revenue - Retail Sales New York - Body Wash","15015"
"90","Retail","Revenue - Retail Sales New York - Shampoo","12000"
"90","Retail","Revenue - Retail Sales Chicago - Mouthwash","4114"
"90","Retail","Revenue - Retail Sales Chicago - Body Wash","6913"
"90","Retail","Revenue - Retail Sales Chicago - Shampoo","6014"
"90","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1200"
"90","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1568"
"90","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1674"
"90","Retail","Revenue - Retail Sales Miami - Mouthwash","416"
"90","Retail","Revenue - Retail Sales Miami - Body Wash","480"
"90","Retail","Revenue - Retail Sales Miami - Shampoo","496"
"90","Retail","Revenue - Retail Sales San Francisco - Mouthwash","990"
"90","Retail","Revenue - Retail Sales San Francisco - Body Wash","1500"
"90","Retail","Revenue - Retail Sales San Francisco - Shampoo","1395"
"90","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 10628","(5500)"
"90","Services","Revenue - Service Sales Order ID: 13228","66000"
"90","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"90","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"90","Rental Expense","Cash Payment - RentalNew York","(5360)"
"90","Rental Expense","Cash Payment - RentalChicago","(2960)"
"90","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"90","Rental Expense","Cash Payment - RentalMiami","(2240)"
"90","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"89","Wholesales (B2B)","Revenue - B2B SO ID: 13206","1078880"
"89","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 13206","(21000)"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"89","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"89","Salary Expense","Cash Payment - Salary Expense","(23986)"
"89","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 14254","(200)"
"89","Sales E Commerce","Revenue - E-Commerce Sales","10944"
"89","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7008"
"89","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8384"
"89","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10656"
"89","Retail","Revenue - Retail Sales New York - Mouthwash","8512"
"89","Retail","Revenue - Retail Sales New York - Body Wash","14322"
"89","Retail","Revenue - Retail Sales New York - Shampoo","10336"
"89","Retail","Revenue - Retail Sales Chicago - Mouthwash","3944"
"89","Retail","Revenue - Retail Sales Chicago - Body Wash","7161"
"89","Retail","Revenue - Retail Sales Chicago - Shampoo","6789"
"89","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1140"
"89","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1696"
"89","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1488"
"89","Retail","Revenue - Retail Sales Miami - Mouthwash","416"
"89","Retail","Revenue - Retail Sales Miami - Body Wash","448"
"89","Retail","Revenue - Retail Sales Miami - Shampoo","496"
"89","Retail","Revenue - Retail Sales San Francisco - Mouthwash","990"
"89","Retail","Revenue - Retail Sales San Francisco - Body Wash","1680"
"89","Retail","Revenue - Retail Sales San Francisco - Shampoo","1364"
"89","Services","Revenue - Service Sales Order ID: 13015","66000"
"89","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"89","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"89","Rental Expense","Cash Payment - RentalNew York","(5360)"
"89","Rental Expense","Cash Payment - RentalChicago","(2960)"
"89","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"89","Rental Expense","Cash Payment - RentalMiami","(2240)"
"89","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"88","Wholesales (B2B)","Revenue - B2B SO ID: 13379","432960"
"88","Wholesales (B2B)","Revenue - B2B SO ID: 12911","193815"
"88","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 12911","(7000)"
"88","Wholesales (B2B)","Revenue - B2B SO ID: 13219","281500"
"88","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 13219","(20000)"
"88","Wholesales (B2B)","Revenue - B2B SO ID: 13038","356500"
"88","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 14263","(95000)"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"88","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"88","Salary Expense","Cash Payment - Salary Expense","(23986)"
"88","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13911","(300)"
"88","Sales E Commerce","Revenue - E-Commerce Sales","16751"
"88","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13928","(400)"
"88","Sales E Commerce","Revenue - E-Commerce Sales","19575"
"88","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8000"
"88","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8928"
"88","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11520"
"88","Retail","Revenue - Retail Sales New York - Mouthwash","7776"
"88","Retail","Revenue - Retail Sales New York - Body Wash","13827"
"88","Retail","Revenue - Retail Sales New York - Shampoo","11936"
"88","Retail","Revenue - Retail Sales Chicago - Mouthwash","4114"
"88","Retail","Revenue - Retail Sales Chicago - Body Wash","6851"
"88","Retail","Revenue - Retail Sales Chicago - Shampoo","6820"
"88","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1020"
"88","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1600"
"88","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1426"
"88","Retail","Revenue - Retail Sales Miami - Mouthwash","416"
"88","Retail","Revenue - Retail Sales Miami - Body Wash","480"
"88","Retail","Revenue - Retail Sales Miami - Shampoo","465"
"88","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1080"
"88","Retail","Revenue - Retail Sales San Francisco - Body Wash","1560"
"88","Retail","Revenue - Retail Sales San Francisco - Shampoo","1457"
"88","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"88","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"88","Rental Expense","Cash Payment - RentalNew York","(5360)"
"88","Rental Expense","Cash Payment - RentalChicago","(2960)"
"88","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"88","Rental Expense","Cash Payment - RentalMiami","(2240)"
"88","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"87","Wholesales (B2B)","Revenue - B2B SO ID: 13717","372934"
"87","Wholesales (B2B)","Revenue - B2B SO ID: 13391","488480"
"87","Wholesales (B2B)","Revenue - B2B SO ID: 13386","496650"
"87","Wholesales (B2B)","Revenue - B2B SO ID: 13381","407550"
"87","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 13381","(7000)"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"87","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"87","Salary Expense","Cash Payment - Salary Expense","(23986)"
"87","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7296"
"87","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8736"
"87","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10432"
"87","Retail","Revenue - Retail Sales New York - Mouthwash","7776"
"87","Retail","Revenue - Retail Sales New York - Body Wash","15180"
"87","Retail","Revenue - Retail Sales New York - Shampoo","11712"
"87","Retail","Revenue - Retail Sales Chicago - Mouthwash","4114"
"87","Retail","Revenue - Retail Sales Chicago - Body Wash","7812"
"87","Retail","Revenue - Retail Sales Chicago - Shampoo","6510"
"87","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1080"
"87","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1472"
"87","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1550"
"87","Retail","Revenue - Retail Sales Miami - Mouthwash","384"
"87","Retail","Revenue - Retail Sales Miami - Body Wash","512"
"87","Retail","Revenue - Retail Sales Miami - Shampoo","527"
"87","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1020"
"87","Retail","Revenue - Retail Sales San Francisco - Body Wash","1620"
"87","Retail","Revenue - Retail Sales San Francisco - Shampoo","1333"
"87","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"87","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(768)"
"87","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"87","Rental Expense","Cash Payment - RentalNew York","(5360)"
"87","Rental Expense","Cash Payment - RentalChicago","(2960)"
"87","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"87","Rental Expense","Cash Payment - RentalMiami","(2240)"
"87","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"86","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13732","(152000)"
"86","Wholesales (B2B)","Revenue - B2B SO ID: 12304","470360"
"86","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 12304","(16000)"
"86","Wholesales (B2B)","Revenue - B2B SO ID: 12287","1437870"
"86","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 12287","(10000)"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"86","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"86","Salary Expense","Cash Payment - Salary Expense","(23986)"
"86","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13716","(500)"
"86","Sales E Commerce","Revenue - E-Commerce Sales","23266"
"86","Shipping Expense","Cash Payment - Move Stock ID: 13548","(8190)"
"86","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7168"
"86","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8384"
"86","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10336"
"86","Retail","Revenue - Retail Sales New York - Mouthwash","9120"
"86","Retail","Revenue - Retail Sales New York - Body Wash","15213"
"86","Retail","Revenue - Retail Sales New York - Shampoo","10336"
"86","Retail","Revenue - Retail Sales Chicago - Mouthwash","4284"
"86","Retail","Revenue - Retail Sales Chicago - Body Wash","7378"
"86","Retail","Revenue - Retail Sales Chicago - Shampoo","6603"
"86","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1020"
"86","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1632"
"86","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1612"
"86","Retail","Revenue - Retail Sales Miami - Mouthwash","448"
"86","Retail","Revenue - Retail Sales Miami - Body Wash","480"
"86","Retail","Revenue - Retail Sales Miami - Shampoo","558"
"86","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1080"
"86","Retail","Revenue - Retail Sales San Francisco - Body Wash","1620"
"86","Retail","Revenue - Retail Sales San Francisco - Shampoo","1457"
"86","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"86","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2684)"
"86","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"86","Rental Expense","Cash Payment - RentalNew York","(5360)"
"86","Rental Expense","Cash Payment - RentalChicago","(2960)"
"86","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"86","Rental Expense","Cash Payment - RentalMiami","(2240)"
"86","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"85","Wholesales (B2B)","Revenue - B2B SO ID: 13199","1147500"
"85","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13714","(1440000)"
"85","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13714","(1729920)"
"85","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13714","(1824000)"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"85","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"85","Salary Expense","Cash Payment - Salary Expense","(23986)"
"85","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13541","(100)"
"85","Sales E Commerce","Revenue - E-Commerce Sales","7363"
"85","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7008"
"85","Retail","Revenue - Retail Sales Los Angeles - Body Wash","9344"
"85","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10752"
"85","Retail","Revenue - Retail Sales New York - Mouthwash","8544"
"85","Retail","Revenue - Retail Sales New York - Body Wash","13794"
"85","Retail","Revenue - Retail Sales New York - Shampoo","10720"
"85","Retail","Revenue - Retail Sales Chicago - Mouthwash","4080"
"85","Retail","Revenue - Retail Sales Chicago - Body Wash","6820"
"85","Retail","Revenue - Retail Sales Chicago - Shampoo","5859"
"85","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1050"
"85","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1408"
"85","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1395"
"85","Retail","Revenue - Retail Sales Miami - Mouthwash","416"
"85","Retail","Revenue - Retail Sales Miami - Body Wash","512"
"85","Retail","Revenue - Retail Sales Miami - Shampoo","558"
"85","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1020"
"85","Retail","Revenue - Retail Sales San Francisco - Body Wash","1500"
"85","Retail","Revenue - Retail Sales San Francisco - Shampoo","1333"
"85","Services","Revenue - Service Sales Order ID: 11926","68000"
"85","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"85","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(4480)"
"85","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"85","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(910)"
"85","Rental Expense","Cash Payment - RentalNew York","(5360)"
"85","Rental Expense","Cash Payment - RentalChicago","(2960)"
"85","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(3196)"
"85","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"85","Rental Expense","Cash Payment - RentalMiami","(2240)"
"85","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13439","(1440000)"
"84","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13439","(1729920)"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"84","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"84","Salary Expense","Cash Payment - Salary Expense","(23986)"
"84","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13217","(300)"
"84","Sales E Commerce","Revenue - E-Commerce Sales","17100"
"84","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13047","(300)"
"84","Sales E Commerce","Revenue - E-Commerce Sales","15016"
"84","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13203","(400)"
"84","Sales E Commerce","Revenue - E-Commerce Sales","20890"
"84","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13031","(200)"
"84","Sales E Commerce","Revenue - E-Commerce Sales","9405"
"84","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7520"
"84","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8832"
"84","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11072"
"84","Retail","Revenue - Retail Sales New York - Mouthwash","7616"
"84","Retail","Revenue - Retail Sales New York - Body Wash","13926"
"84","Retail","Revenue - Retail Sales New York - Shampoo","11232"
"84","Retail","Revenue - Retail Sales Chicago - Mouthwash","3808"
"84","Retail","Revenue - Retail Sales Chicago - Body Wash","6634"
"84","Retail","Revenue - Retail Sales Chicago - Shampoo","6417"
"84","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1050"
"84","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1376"
"84","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1550"
"84","Retail","Revenue - Retail Sales Miami - Mouthwash","416"
"84","Retail","Revenue - Retail Sales Miami - Body Wash","480"
"84","Retail","Revenue - Retail Sales Miami - Shampoo","527"
"84","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1110"
"84","Retail","Revenue - Retail Sales San Francisco - Body Wash","1590"
"84","Retail","Revenue - Retail Sales San Francisco - Shampoo","1426"
"84","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"84","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(848)"
"84","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"84","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1400)"
"84","Rental Expense","Cash Payment - RentalNew York","(5360)"
"84","Rental Expense","Cash Payment - RentalChicago","(2960)"
"84","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(3196)"
"84","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"84","Rental Expense","Cash Payment - RentalMiami","(2240)"
"84","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"83","Wholesales (B2B)","Revenue - B2B SO ID: 13023","360125"
"83","Wholesales (B2B)","Revenue - B2B SO ID: 12850","192399"
"83","Wholesales (B2B)","Revenue - B2B SO ID: 12848","189213"
"83","Wholesales (B2B)","Revenue - B2B SO ID: 12842","398909"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
